Mean,StDev
4.75,5.71670251
2.25,1.507844001
6,5.061350607
1,0.841495296
6,7.287973303
4.75,4.991555135
2.25,2.507827056
3.5,2.468521708
6,5.647967786
6,5.670513583
1,0.272680393
3.5,3.618519961
1,0.883857988
3.5,3.724674067
2.25,2.043877436
6,6.935185708
2.25,2.686472118
3.5,2.602117312
2.25,1.82340876
1,0.924650216
4.75,4.678873195
3.5,3.639661658
2.25,2.218561672
1,2.166299647
6,6.601290026
4.75,5.488401906
2.25,2.039339532
6,5.549083455
4.75,4.508287506
2.25,3.243438353
6,4.761302585
2.25,2.865824381
2.25,2.439738026
6,5.483513793
4.75,5.389866176
6,6.389349033
3.5,3.274250862
6,6.521755624
2.25,0.981687748
6,4.901305003
6,6.890930273
3.5,3.525314625
1,1.565795089
2.25,3.310104237
6,6.728515072
4.75,3.992709559
3.5,3.876894453
6,5.652612679
1,-0.83790015
3.5,3.440117531
6,5.480916156
4.75,5.966259859
3.5,3.662631081
6,5.517325865
3.5,3.942766686
1,1.309544244
6,6.669076267
1,1.311912084
6,5.508731147
4.75,4.989077165
1,1.336047318
4.75,4.938033575
1,1.024401579
6,7.02792239
4.75,4.06796896
2.25,1.67405833
6,5.574432216
2.25,1.811652055
6,5.755458896
1,1.362462623
6,4.882194733
2.25,2.583067332
4.75,5.31723454
3.5,3.565634198
6,6.369856751
1,1.324221058
1,0.313370201
3.5,2.962475763
3.5,3.526569507
3.5,2.743179595
3.5,3.923423907
6,5.679812331
3.5,4.613102574
1,1.575071949
6,6.718138028
2.25,2.858734851
4.75,4.024803208
1,0.231095501
6,5.281669718
3.5,2.929678213
2.25,2.034689817
3.5,2.012832861
1,0.407574
3.5,3.514706135
4.75,4.171207182
3.5,3.755756892
4.75,3.453435101
1,1.034153299
4.75,3.481444808
1,1.03100343
4.75,4.660083904
2.25,3.351254472
4.75,4.49469758
6,6.606446075
3.5,4.348662964
3.5,3.978302268
4.75,3.602601742
6,4.900746835
6,6.014400807
1,1.74191047
6,5.341039286
6,6.112941655
1,0.732640146
4.75,4.518640952
4.75,4.977819843
3.5,4.591847623
4.75,4.393214341
6,5.563008785
2.25,2.460961369
1,1.099658128
3.5,4.455692217
6,5.823061706
2.25,1.294902034
1,0.652372573
6,5.801005834
6,5.663446391
2.25,2.558732065
6,7.214268395
4.75,5.070876316
6,6.825651056
2.25,2.146302346
3.5,2.999328305
4.75,5.3027429
1,0.662286628
1,1.029262914
1,-0.958001492
1,-0.477441749
6,6.284308297
3.5,2.746881497
1,0.380445067
4.75,4.977053311
3.5,4.535972067
2.25,2.119647108
2.25,2.601226231
3.5,4.480828362
3.5,4.774666627
3.5,3.497107261
3.5,4.279654224
6,7.382583522
1,0.202008972
2.25,2.384704275
3.5,3.847891913
3.5,2.936074348
3.5,3.649324515
6,6.529414211
2.25,2.420958375
2.25,2.651891428
3.5,2.924515557
4.75,5.112157773
4.75,4.512322883
2.25,1.9788221
3.5,3.274510456
2.25,2.638927975
2.25,2.443691031
6,7.938609603
3.5,3.335154422
4.75,4.388388833
1,0.496512585
4.75,4.088109218
3.5,2.981885116
6,5.606195236
6,5.233816602
3.5,3.198533426
6,5.913002563
4.75,4.18958815
6,6.825494649
6,6.299787266
2.25,1.430323108
4.75,3.794860488
3.5,3.753665498
2.25,2.886760853
4.75,3.032348602
1,1.630943351
4.75,4.731857354
6,7.071295769
2.25,2.346860659
4.75,4.34103016
3.5,3.4065466
3.5,3.80181333
1,0.915101005
1,0.860235961
4.75,4.5052061
3.5,3.548438567
6,5.072289112
2.25,2.100176048
4.75,3.720970452
4.75,4.615430443
3.5,4.268706618
6,3.662113606
2.25,3.372409202
6,6.670999171
2.25,2.05952435
3.5,3.725901765
1,0.673911469
4.75,5.789969432
6,5.975758631
4.75,4.411114243
2.25,1.402288537
3.5,4.472690396
1,0.968541245
2.25,2.348729315
4.75,4.290510027
1,0.064139809
1,1.43550098
4.75,4.621587776
4.75,5.542754546
3.5,3.512397405
6,5.74562175
6,6.804027658
6,6.013087987
3.5,3.787781081
1,1.603434308
3.5,2.315559495
4.75,5.432229145
4.75,5.099357229
4.75,4.580398327
6,6.365398977
4.75,5.0204011
6,6.205671605
1,-0.557233792
3.5,3.884446609
3.5,3.109129449
4.75,3.259287314
3.5,2.732684644
3.5,3.420013272
4.75,6.170639217
1,2.00273509
4.75,3.986971299
3.5,3.197124722
2.25,3.23577875
2.25,2.79936681
6,6.883135329
4.75,6.831303496
1,0.396315365
3.5,3.28029815
1,3.085345553
4.75,4.6864472
4.75,6.373731986
1,0.034743437
3.5,2.971181916
4.75,4.141977582
6,5.944423563
6,5.722807541
6,5.617395897
6,5.665700353
2.25,2.287058456
2.25,1.192282761
4.75,5.052062541
4.75,5.245741366
6,5.04771248
1,1.97335675
2.25,1.894581802
6,5.629703777
1,0.50143248
4.75,5.529479341
1,-0.215848079
1,0.683744966
3.5,3.053794144
3.5,4.545956034
1,1.246389376
6,5.582749312
2.25,3.013691593
6,7.059904576
4.75,4.820188893
2.25,3.510479531
3.5,3.11493403
4.75,4.39915041
2.25,1.315508554
2.25,2.84605333
3.5,3.352387524
6,5.756108098
2.25,2.33522535
6,5.780056832
6,6.308933472
1,0.234657967
4.75,4.973900951
4.75,5.564107293
1,0.635293539
4.75,5.728110939
6,5.624103228
1,1.095118815
1,0.412048438
6,5.002377886
2.25,2.634562459
4.75,4.762665712
3.5,3.030330432
4.75,5.581555345
1,-0.440292188
3.5,2.849596307
4.75,5.117323079
3.5,3.205003561
1,2.13434697
6,6.691569842
2.25,2.493035242
1,-0.281139321
4.75,5.001454022
3.5,3.499377462
1,0.803190488
1,0.175158741
1,1.482873778
1,1.308057926
4.75,5.705754064
4.75,4.382057365
4.75,3.776517806
1,-0.133353426
2.25,1.019538503
2.25,2.79446667
1,1.398795067
3.5,3.080074115
1,0.373844241
3.5,2.927499264
6,6.545735223
4.75,3.020547623
1,1.323474217
3.5,2.438744089
3.5,5.368945204
4.75,4.500356905
4.75,4.025089031
6,6.653212438
1,1.368888869
6,7.601379293
3.5,3.24559174
4.75,4.931957246
1,1.284158439
1,0.486271886
3.5,3.729687107
1,1.719541064
1,0.074510849
1,0.69315341
6,4.986063225
2.25,3.019276997
1,0.446266678
4.75,4.653633615
1,1.538147823
3.5,3.63508888
2.25,2.741721518
1,0.659475989
6,6.460382984
3.5,5.41463715
4.75,5.215326428
2.25,1.014581018
1,2.307148651
3.5,2.089707957
1,0.549157624
1,0.846021026
4.75,4.271819823
4.75,3.624017098
2.25,2.700222129
6,6.420115343
2.25,2.735236618
6,6.472550945
4.75,6.3271719
2.25,3.553597722
1,2.105058853
1,-0.581962835
3.5,3.166264832
3.5,4.853025725
4.75,4.055864921
6,6.929839484
2.25,1.186790912
1,1.451423805
6,6.187075818
4.75,6.142671983
1,0.227931699
4.75,4.683401979
2.25,1.392955058
6,6.515098965
6,7.092793407
6,6.001098763
4.75,5.00126442
6,6.036309043
1,0.051521951
4.75,5.310407232
4.75,5.664686234
4.75,3.37175426
