Mean,StDev
3,2.623997037
4,3.123653944
3,3.278773988
3,2.03764277
3,1.541800203
1,-1.252872289
1,0.950093026
4,2.648551761
5,3.81307884
3,2.696464324
2,-0.458765937
3,1.701450334
3,4.826502699
1,3.797982666
3,0.769862746
4,4.244619674
3,2.976755733
5,6.19791002
4,4.136625564
2,3.323127147
1,0.560235845
5,5.02379162
4,4.444070171
1,3.492386126
5,4.575960336
3,3.948732491
1,0.206397138
5,7.342172674
3,2.391050973
2,0.795489768
1,1.517389799
5,6.505092097
4,2.764272054
5,4.644544403
3,2.926780166
4,4.284462822
5,5.022196855
1,2.098527339
4,3.763045343
4,4.307973685
1,-0.28136295
1,1.253318
3,3.299646503
5,5.741250761
5,5.143971965
5,3.883379197
3,3.872840655
2,2.305417447
5,2.873181842
5,4.668342734
1,0.698926615
1,2.029418822
5,4.39162204
3,3.885803641
2,1.524141592
4,1.985219925
5,3.007510993
5,4.787807237
1,0.699623394
5,4.869009926
4,5.111267971
1,1.416315068
1,1.834412246
2,0.138235216
2,1.696545805
5,5.157843145
3,3.147700637
5,4.691346909
4,4.29735619
1,1.982588628
4,4.633159298
5,6.073769093
4,4.165497321
3,3.352506136
4,3.982336968
1,1.421885093
1,1.812264275
5,4.858541216
3,3.022449718
4,3.187568754
3,4.765390294
2,4.067472442
2,1.123114147
2,2.467547362
2,1.36603403
3,2.879842827
4,2.523577063
3,4.053486021
2,1.419428608
4,4.479492667
2,1.360259679
5,6.093384579
3,2.984915394
1,0.091413035
2,-0.126157943
1,1.308942286
3,4.260942017
3,2.040199016
5,5.278350837
4,3.899186266
2,0.288462672
4,4.607466995
1,1.912059446
4,4.756843678
1,0.58573904
2,1.277496845
1,1.066426701
3,2.69735744
3,2.825983697
2,3.28116037
2,3.50128369
5,3.647607542
5,5.726125131
5,5.968515376
3,4.182407647
5,4.198505559
1,1.722716931
4,4.134127331
3,3.107299812
4,4.800854199
5,3.203028412
3,3.687962605
5,3.294589716
5,5.069485453
2,3.404488
3,5.862829354
4,2.716183495
5,3.886869233
1,1.223764787
4,5.018839141
3,2.227006906
4,3.200806026
2,2.055577973
2,1.512363599
3,3.357134506
4,2.926576135
5,5.469452609
1,0.654100952
4,3.673778919
3,3.142407988
2,1.792831405
4,4.865616464
5,6.089492604
1,2.619141391
3,3.761935553
2,1.153319911
3,2.84582192
2,1.336574451
2,3.210719717
2,3.256447893
5,6.937810469
5,5.135281484
2,1.201979547
4,3.275841744
4,4.383837608
5,5.889501681
5,4.353849638
3,3.073311048
5,5.593490342
2,1.794791921
4,3.550528373
3,3.484701792
4,6.085349716
4,4.035028417
3,2.794915762
1,1.169403509
1,0.125044154
1,0.981972301
3,2.83643524
5,4.703630687
3,2.219720414
5,5.938507439
2,2.8370083
5,3.764485446
3,3.718203487
1,2.048601437
1,0.540792067
3,2.751080869
4,5.689799116
2,0.9230747
2,1.680650771
3,3.929175357
4,2.168846794
4,3.695346058
5,4.853193509
4,3.473286507
3,2.702398731
4,4.644227734
1,1.16331571
2,2.621415506
1,0.982201293
2,3.152406284
3,4.896123372
2,0.886108174
2,2.775802701
4,3.924088309
5,3.55947862
1,0.112209174
1,-0.283942092
5,5.981829976
2,2.325887201
2,1.751168439
4,4.07115379
3,3.800776257
3,0.543665193
2,2.786089511
2,2.13243797
4,2.281544703
3,4.233974319
4,5.255519227
2,1.629407379
3,2.709354126
1,1.804127574
4,3.926724347
4,4.108989434
4,4.116805253
3,4.023725731
4,4.191406776
3,2.590062726
4,4.05406725
3,4.189178103
1,-0.577589955
5,5.079602896
3,3.891636971
1,-0.908002226
3,2.713320433
5,6.594475347
2,3.122398386
3,3.552993083
3,3.556136777
3,2.222819125
1,1.262505404
1,2.874309317
2,1.070366009
5,6.638238412
2,0.728915504
1,-0.14801801
1,0.886053687
4,4.548523919
5,5.469818825
5,4.66566347
5,5.29166505
2,1.630424423
4,3.02640363
5,4.225836856
1,2.374971253
1,-0.956105644
4,4.015965268
1,1.020199714
4,3.313515448
4,4.140057554
5,4.877449522
1,3.029296899
1,0.616230371
1,2.727294612
2,1.719474776
5,4.793823974
4,4.649708005
1,0.435987492
4,4.764646187
5,6.270207113
3,4.930591477
2,1.292333502
1,1.156768032
3,3.161031208
5,6.47551444
1,1.291749823
3,3.206966664
3,3.321180957
5,4.646269001
2,3.55267699
4,3.108153402
4,3.542366308
1,-0.490144485
2,0.884324075
4,3.801282536
3,2.810005601
5,4.221387946
5,4.544339112
3,2.960289712
4,5.241132757
3,3.92984827
1,2.740171641
5,3.375889305
5,4.227191984
4,4.55906612
5,4.82334174
2,1.753803509
1,2.104432453
1,1.821125865
2,0.326878068
4,2.935871618
5,7.292514367
1,0.228615161
5,4.219193056
5,7.356922693
1,0.42565164
5,5.687337963
4,5.192815256
5,3.513948537
2,0.940052145
2,0.682256218
3,3.772034589
4,4.537063741
5,4.78092735
5,7.044478912
5,4.138648716
1,1.113320052
2,0.446328106
3,3.917168256
2,1.821063004
4,2.390108684
4,1.841651505
5,5.903480208
1,0.409427329
5,4.65924536
3,2.88208273
4,3.25891038
2,1.80524349
2,2.661947911
1,2.106247948
2,1.285108827
1,0.88851499
4,3.161548485
5,5.090796217
2,3.133396904
3,4.234241353
5,4.533271456
5,5.541191555
3,4.606144644
3,2.184928061
2,2.715614806
3,4.153850835
5,2.956961378
3,3.134573594
2,0.038939006
4,5.020349749
1,-1.438693147
4,3.171915319
3,3.011830417
1,0.891530642
2,2.249986673
5,4.236748441
1,1.672462258
4,3.976061838
1,2.616854684
4,3.558323973
5,5.366542265
3,3.705014344
5,3.387520869
2,1.359471957
3,3.682631547
5,4.292404909
4,4.723194009
5,3.804562096
5,4.915421098
2,0.698657109
4,3.508545423
1,0.820869225
4,3.653692631
5,4.651752468
5,3.90559987
4,5.68921504
5,4.913094478
1,1.087117766
3,2.588555375
5,5.411365557
2,3.655822457
5,6.4575989
1,2.022390795
4,1.960253936
2,2.903255483
2,1.043545049
1,-0.458110817
4,4.793053904
1,1.183293436
2,2.098426887
5,4.944260233
5,4.89280428
1,0.503736987
4,4.390498936
5,4.223255633
1,2.573417971
5,6.97920144
3,3.993396274
4,2.799449775
1,0.913499064
3,2.9055883
1,0.27459237
5,6.676822694
3,4.391281926
2,3.910078534
3,3.697508252
3,4.664670315
4,1.934386283
4,5.245555662
3,2.765554437
5,2.292521323
5,4.610977219
1,0.635921169
4,3.166288642
2,0.653028198
4,3.469763351
2,2.548755314
3,2.41095107
4,5.049345657
5,6.13907288
1,0.156348378
2,0.861739949
5,4.529584103
1,1.850178539
3,4.526661691
5,5.543390854
3,1.728252495
5,3.657383244
1,1.898534347
5,5.920080323
4,4.023298387
3,4.024327695
2,3.466543758
4,2.836348142
3,2.645790763
4,2.828835479
5,4.220561779
1,2.370305431
4,5.542818214
4,3.318794897
4,5.336866066
4,2.864897936
1,-0.875837088
4,3.477202702
5,4.306640183
2,1.442376045
4,5.211266003
3,2.646043938
3,2.375068209
4,3.425271762
3,2.484164181
1,-1.40220424
1,2.130049536
3,3.135442586
3,3.326979954
2,0.805395916
4,3.799455528
3,3.825261224
5,5.05330858
1,1.913101863
1,2.33210285
4,4.700712066
5,5.640061153
4,3.846765424
1,0.963716112
3,1.425039934
2,2.301124543
1,1.316798505
5,4.886378383
5,5.931283987
3,2.113108858
5,5.020657858
5,5.990113614
2,1.696738111
2,2.518836435
4,1.791180592
3,2.749817776
5,5.297556136
4,3.493097315
2,2.05917299
2,1.604987271
5,5.075827355
3,3.183987309
4,3.342940564
1,0.549836405
2,1.254005232
4,4.745102972
3,3.328516222
5,4.639791064
2,2.527642985
1,0.18859709
4,3.221114896
5,4.469493642
4,2.980317042
1,2.107664562
2,2.143163241
5,3.602250352
3,2.202366279
4,3.390924356
3,3.808044162
1,2.207184794
5,5.058635336
4,4.356645367
5,6.294680136
4,4.980948437
3,2.370988878
2,1.317483791
3,4.258888328
4,4.197263209
5,4.974913251
1,-0.161328843
3,3.880231957
4,3.914670137
3,4.11987587
4,3.502360643
5,5.952998759
1,1.472856367
3,2.527926706
4,4.885073212
3,4.478232633
4,4.072618439
3,3.910334403
5,4.603861872
1,0.052764409
4,3.401284956
1,0.552353946
1,0.26105003
4,2.396084165
3,1.892817523
4,4.50374907
1,0.286348282
5,3.85414275
4,3.7559929
3,4.243586181
5,4.63728181
1,0.778924451
3,3.386091447
5,5.824658366
5,6.620692899
1,1.054356424
4,2.555225499
3,1.252460703
3,3.95498676
3,2.142205098
5,4.122343449
1,0.991071812
5,6.051543198
4,4.401405745
2,1.063834101
2,1.713731922
3,2.404282343
5,7.209807196
2,0.802714442
4,5.261663908
3,3.320716895
5,3.969130479
5,6.347446048
4,3.643556662
5,4.237232937
2,2.134526564
1,0.900129619
3,3.05397599
3,3.192296173
5,5.801902222
4,3.517213148
5,6.211127729
3,3.665476478
4,5.217401456
1,1.924000006
4,5.02616991
2,1.625770124
1,3.151664758
2,3.553102773
1,2.345729972
1,2.16485603
1,0.742500942
5,4.931168818
5,4.504661584
2,1.303913494
3,2.234364162
3,2.836554047
3,4.283714282
3,3.174646053
3,4.592515793
2,1.516064599
3,2.693495886
2,2.802131076
5,5.70558461
2,1.21507525
4,4.561736377
1,0.412080204
4,3.697728234
5,6.578018235
4,4.024013591
3,1.975293208
1,-0.364665652
5,4.710180639
2,1.84931791
4,4.827653861
2,2.669558482
4,4.965693594
1,1.503719768
3,4.669048874
1,-0.3562998
5,5.625930366
1,-0.260706501
1,0.554975663
5,4.216543997
5,5.318533407
3,3.614970185
1,1.551156127
3,1.46167746
5,4.557094934
4,4.921604322
1,-1.097851964
1,1.217212317
2,-0.491738334
5,6.232987837
1,1.907841112
4,3.477151619
5,3.967877456
5,4.810867333
3,3.611763217
3,2.223201284
2,2.07098338
3,3.19079794
5,7.04856506
5,3.193342233
4,3.032000747
5,4.772843116
3,-0.131449243
2,2.556758093
2,1.812879224
5,4.067217185
4,3.442659483
2,2.097360142
5,3.493520949
3,4.094359228
5,4.374015876
1,0.245369043
5,4.698760203
2,2.742080322
2,2.779031728
5,5.525634347
3,3.174924689
2,3.111999714
1,0.406639388
2,2.562605334
1,1.449204684
2,0.674532405
4,3.971191913
1,1.014795274
3,1.473422957
5,5.389030081
3,3.814420283
4,4.544741319
5,3.675777539
3,3.406463214
4,2.409390723
2,2.245380898
4,3.376816094
3,2.479428531
3,3.039650749
5,5.479201526
3,3.174073799
2,1.321874912
5,6.26411604
4,4.242923422
2,2.320431064
2,1.917592483
1,-0.314541036
1,-0.035543694
3,3.371260797
1,1.148799142
4,4.46641733
2,2.630883328
5,4.798279176
4,4.922049096
3,3.253089227
1,1.87875071
4,4.681812965
2,2.594949366
5,6.284311506
2,1.211174591
5,3.181069626
2,1.853701027
3,3.978903436
1,0.13634565
3,2.97737075
2,2.311663184
2,2.353209808
4,4.596623566
1,-1.224391253
2,2.196164885
1,1.124474198
4,3.58687481
2,1.565034443
3,3.424120663
4,3.485167638
4,3.015077276
3,2.433868173
5,4.055881118
3,1.610526593
3,2.839952801
5,7.1328474
1,-0.454439551
5,5.439222278
3,2.954348234
3,1.785218231
3,4.104170621
1,0.673510956
3,2.564935649
4,4.054846457
5,5.686758177
1,0.388674437
1,0.962542199
3,1.485089332
1,-0.951782876
1,1.201878781
1,0.669850722
2,2.040699316
1,1.324695464
3,2.711700707
4,3.369843836
4,3.680708933
4,3.14678841
3,1.036320495
3,2.158260018
3,2.908731903
1,2.883748329
3,4.790726344
5,4.566848889
2,3.092625637
2,2.162342511
4,5.593494749
1,1.860268049
4,3.967920271
3,2.909712702
2,3.402364224
4,4.912161822
5,4.74934629
2,1.346228036
4,4.482052145
3,2.282619638
1,0.723868836
4,2.928334327
1,0.851468834
1,2.953772554
2,0.896888212
2,2.388056549
2,1.055200589
1,0.186270368
1,2.154937058
4,2.571063248
4,3.080080908
5,6.825372428
4,4.361319485
4,4.375079674
3,0.351845604
3,3.4678702
1,1.956631377
3,4.236950002
3,3.651158045
2,0.803488986
3,3.327894152
1,-0.093679698
1,0.029886171
4,4.477336136
3,3.766103966
4,4.390211051
5,3.857591737
2,2.815131186
4,4.334490545
1,1.306670451
5,4.461933148
1,1.318451192
2,1.700203245
2,2.998303408
1,1.801358033
3,3.223595275
1,1.146322847
3,3.019568999
3,3.674985851
1,0.556025091
3,3.360823622
5,5.072292645
4,5.399311998
2,3.060806542
1,3.403992643
2,2.653850533
2,1.53915553
4,3.339358194
1,3.240437621
1,1.123607419
1,1.888958264
2,0.877856352
3,2.727598984
3,2.231217866
