Mean,StDev
3,2.591646041
3,3.452018822
3,2.937011514
4.5,3.714561991
3,3.557601162
1.5,1.65864035
1.5,1.218414735
3,4.087238123
1.5,1.598399309
1.5,0.994406479
4.5,5.717824496
1.5,2.247548822
1.5,0.319311863
3,0.929561314
4.5,4.272080255
1.5,2.678923097
1.5,3.683391808
1.5,2.577184515
4.5,4.419298697
3,2.576037347
1.5,0.806556365
3,2.545868309
4.5,3.470192202
4.5,4.401037755
4.5,4.646660862
4.5,5.603982702
1.5,2.702457667
1.5,1.703257544
4.5,5.815921196
1.5,2.244710242
4.5,4.043682186
1.5,0.236745839
1.5,1.038673092
1.5,1.150969278
4.5,3.980324908
4.5,3.189707845
3,4.030237837
4.5,3.696345451
3,2.511660018
3,3.07995896
3,2.569573796
1.5,0.123030151
1.5,2.061426591
4.5,4.518327128
4.5,4.840402002
1.5,0.892745146
1.5,2.030555702
4.5,4.799305333
4.5,4.959027596
3,3.497623833
4.5,5.381270148
4.5,3.386191853
3,2.160486407
4.5,3.944674108
1.5,0.907356246
4.5,5.49454314
1.5,0.386977036
1.5,2.887480369
3,3.195795259
4.5,4.102212573
4.5,3.513466395
1.5,-0.061690415
3,2.343888371
1.5,-0.752622196
1.5,2.756610522
4.5,5.144308757
4.5,3.942808733
1.5,1.285064005
3,1.712679637
4.5,5.479548783
1.5,1.190874034
4.5,4.250907342
4.5,5.525587638
4.5,4.775697734
1.5,0.565610069
1.5,1.525992459
3,2.784673038
3,2.648370233
4.5,6.35220952
1.5,1.579509531
3,3.57961576
4.5,3.550055296
1.5,-0.207280224
4.5,3.683713382
3,4.019490324
4.5,3.317682888
4.5,3.543669055
4.5,4.714382619
1.5,0.12952235
1.5,0.291252482
4.5,2.337779008
4.5,5.030693323
3,0.589683453
3,2.553643762
3,1.851339451
1.5,2.543715904
3,2.751289429
1.5,1.484368128
1.5,0.023283481
1.5,1.820999338
1.5,2.950778779
1.5,0.243659194
4.5,3.95899928
4.5,3.516979797
4.5,5.451149881
1.5,-1.354602701
4.5,3.708013942
3,1.592281525
3,1.89098183
4.5,4.783424926
3,1.975230061
4.5,5.686168486
1.5,2.243557168
3,2.874245274
1.5,0.668107558
3,4.209037785
1.5,0.714703935
4.5,5.712775787
1.5,0.637342906
4.5,3.599327365
1.5,1.214284384
3,3.011275496
3,1.600107039
1.5,2.31371149
1.5,0.400213953
4.5,4.894673403
1.5,-0.014171717
4.5,3.545378005
4.5,6.035857347
1.5,1.066601065
4.5,3.851493647
3,3.772982694
4.5,4.385009654
4.5,4.84808684
1.5,2.266037933
4.5,5.724049788
4.5,3.020925914
3,2.629460659
3,3.482596639
1.5,0.73185367
4.5,4.669229948
1.5,-1.826479492
4.5,4.589699569
4.5,4.312506457
1.5,1.949673075
1.5,1.851676498
4.5,5.110959475
3,4.54311434
3,2.547998105
4.5,4.376785352
4.5,4.190470507
3,1.41822917
3,3.21384006
4.5,6.202984565
4.5,3.568253837
3,2.471210373
3,2.900385903
