Mean,StDev
1,0.742911955
1.5,2.379458017
0.5,0.848795546
1,1.472149917
0.5,-0.49231326
1,-0.080301451
1.5,1.44874519
0.5,-0.655591205
1.5,3.110879409
0.5,0.975544039
1.5,2.171402498
1,1.339251321
1.5,0.838410016
1,-0.069304623
0.5,0.659000331
1.5,0.351268674
0.5,0.211014134
0.5,2.904535993
1,0.93688937
1.5,3.232982342
1,-0.026184977
1.5,1.377748447
0.5,-0.511769231
1.5,1.764147345
1.5,1.225347754
0.5,0.975103795
1.5,1.445799743
0.5,-0.077023402
1.5,1.680615283
0.5,0.698574289
1,1.075961458
1,1.53541036
1,0.478479411
0.5,2.150419041
1,2.128968584
0.5,1.106727152
1.5,2.978857209
1,2.580218678
0.5,-0.295598191
1.5,1.806227466
1.5,2.357823984
0.5,1.721892436
1,2.637300576
1,-0.91633881
1.5,1.700175991
0.5,1.597807186
1.5,1.678845165
1,1.155233236
1.5,0.391690272
0.5,0.656811716
1.5,1.468972632
0.5,0.579420763
1.5,0.75989496
0.5,0.209387901
1,0.083066063
1.5,2.608958042
1,2.468012891
0.5,2.001226811
1,1.295955331
1,1.188597999
1,0.102456279
1.5,1.735460354
1.5,2.324827619
1.5,1.182266105
1,1.708585711
1,0.796301045
0.5,1.402010966
1,1.17576862
1,0.861228465
1.5,1.0364165
0.5,2.113802637
1,0.29108469
1.5,3.294702005
1,0.840438457
0.5,0.774619228
1,-0.406158242
1,0.69771883
1.5,1.427910007
1,0.844535194
1.5,1.952129764
1,0.381558597
0.5,0.253285849
1,-0.248228718
0.5,1.691786767
1,0.719179746
0.5,-0.189146237
1,0.015224876
1.5,0.742706887
0.5,1.078015286
0.5,0.205941187
0.5,-0.411104315
0.5,2.437402782
0.5,1.705252868
1.5,2.110863634
1,1.760030927
1.5,2.508650753
1,-1.302682388
1,0.897578446
1,2.017298978
1.5,0.661233055
0.5,1.601680171
1.5,1.462368856
1.5,2.810096086
1,0.649656364
0.5,1.74051268
1.5,0.61164666
0.5,1.629034881
1,0.519635518
0.5,1.106034453
0.5,0.820258146
0.5,-0.121327837
0.5,-0.350220134
1.5,2.444815619
0.5,-0.664191992
1,-0.701845386
1,0.552228143
1.5,0.707534959
0.5,-1.001723957
0.5,0.622061261
1,1.748228473
0.5,2.121439276
1.5,2.066634498
1,-0.500251903
1,1.024201196
1.5,2.529789013
1.5,-0.753741022
1,1.89668039
1,-1.475552186
1.5,1.450953154
0.5,0.102460816
1.5,0.43232179
0.5,-0.028694276
0.5,0.12338891
1,0.149040441
1,1.157627626
1,2.470510888
0.5,-0.976355745
0.5,2.260310111
1.5,0.097782552
1.5,1.828006158
1,-0.695458829
0.5,0.575233521
1,1.885747836
1.5,0.801333378
1.5,0.919315757
0.5,-1.159756553
0.5,1.227351893
1,2.727132822
0.5,0.949774285
1,0.623609636
1,-0.32611958
1.5,1.215936404
1,1.743823448
1.5,0.761929052
0.5,-0.438783119
1,0.526762996
1,0.356849043
0.5,0.605683798
1,1.032729999
1,0.473671433
0.5,1.574725983
0.5,0.262986565
1,0.718287162
1,-0.597373228
1,0.668789474
0.5,0.440983291
1.5,3.144659431
1,2.031403951
0.5,1.295094784
1,0.19651571
1.5,0.417590215
1,0.795404222
1,0.619682813
1,-1.256593791
1.5,1.789609378
1,0.006517106
0.5,0.780152172
1,-0.352189598
1,1.43053381
1.5,0.443012303
1.5,1.798629643
1,2.181868416
1,1.492830614
1,-0.304742308
0.5,-0.113560428
1.5,2.020528249
0.5,2.762120112
1.5,1.934264461
0.5,-1.034403453
1,-0.394949702
1,1.071891167
0.5,-0.004909175
1,-0.266947478
1,0.162366983
0.5,1.978895777
1.5,2.556760882
1.5,2.382054157
1,1.05641861
1,0.977189634
0.5,0.797760704
1,0.372492985
1.5,1.413242444
1,2.172162661
0.5,0.783289056
0.5,-0.185454209
0.5,0.84299596
0.5,1.179762082
1.5,1.673874573
0.5,0.309026764
1.5,3.447711406
0.5,-0.504820512
0.5,-0.72660121
1.5,0.591418149
0.5,-0.612425771
1,1.10600424
1.5,1.771737652
0.5,1.060744101
0.5,0.567333382
1.5,2.021587258
1,0.264821758
0.5,0.378401837
1,0.216442541
1.5,0.106735231
1.5,2.081969177
1,1.434442213
0.5,-1.599202209
0.5,-0.619327404
1,2.076984134
0.5,1.667540514
0.5,0.531130177
0.5,-0.165848351
1.5,0.529816355
0.5,-0.219462254
0.5,-0.067733788
0.5,-1.643266039
1,1.187453575
0.5,0.211962243
0.5,0.222532155
1.5,1.665433839
1.5,-0.200842252
1.5,0.914977908
1,-0.5156044
0.5,-1.447659982
1,1.633010894
1,1.168997701
1,1.763396988
1.5,1.995128811
0.5,1.296605822
0.5,2.328018786
1.5,2.323577514
1.5,0.394938812
0.5,2.026843201
1,-0.813546189
1.5,1.959650052
0.5,2.99965843
1.5,0.117577286
0.5,-0.159608002
0.5,-0.370331024
1.5,-0.865776008
1.5,1.449927799
0.5,1.041330991
1.5,1.390475532
1.5,-0.236743516
0.5,1.015858243
1.5,2.772749484
1.5,3.622349619
1.5,2.862772816
1,1.938648927
0.5,0.550995588
1,2.369562235
1.5,1.299990784
0.5,-0.677140587
0.5,1.631929323
1,0.083617144
1.5,2.011120293
1,0.991906398
1.5,3.9612202
0.5,-1.058224337
0.5,-0.146115283
1.5,1.816778792
0.5,0.865214372
0.5,0.331026991
1.5,3.027577931
1,0.592675512
1.5,1.329281744
1.5,1.213399957
0.5,1.671600375
0.5,0.047850105
1.5,0.431864999
0.5,-1.325371076
1.5,0.784441766
0.5,0.526302558
0.5,0.266217752
1,1.062507697
0.5,-0.533099586
1.5,1.889538313
1,1.497358993
1,0.933226429
0.5,2.558429461
1,0.433721829
0.5,-1.700751003
1.5,0.498244291
0.5,2.216790261
1.5,1.29921726
1.5,-0.149801029
0.5,1.623840202
0.5,-0.688941982
1,1.870664103
0.5,0.971589547
1,2.434322696
1,1.204678075
1.5,2.292087094
1,1.032808832
0.5,0.173610812
1.5,1.295917939
0.5,1.289514227
1.5,1.692251278
0.5,-0.488337094
1,-0.057621758
1,1.834150499
1,2.926175176
0.5,0.068977164
0.5,1.053915123
1.5,0.827146522
1,1.328737973
1,0.687069956
1.5,2.205738088
1,3.072746923
1.5,3.136880316
0.5,0.799438213
1,1.323873535
1.5,0.88944636
1,1.111457786
1,1.627706941
1,-0.443918383
1.5,-0.380400972
0.5,0.387166768
1.5,0.871318211
1,-0.066286654
1,0.357048995
0.5,1.510170872
0.5,1.355776066
1.5,1.908329801
1.5,-0.665721304
0.5,-0.028213726
0.5,1.394149933
0.5,0.803079526
0.5,0.129335075
0.5,-1.999092491
0.5,-1.305588107
0.5,0.353734411
1,1.848024122
1.5,2.573341327
1,-0.200757725
1.5,0.969232908
1,0.680358261
0.5,-0.092266649
1.5,0.232687794
1,1.280649511
1,1.832505342
0.5,1.922400014
1,1.402453905
1.5,1.178053501
1.5,0.86906909
1.5,3.053384093
1.5,0.140488015
1,0.920941448
0.5,-0.381754035
1.5,-0.151388817
1.5,2.321010225
0.5,-1.404833507
1.5,3.885110234
1,0.658330157
1,0.771265321
1.5,0.989589456
0.5,1.26832166
1,-0.139806521
0.5,0.837900259
1.5,0.741885974
1,-0.920995808
1.5,1.53915344
0.5,-0.812136159
0.5,0.711115912
1,0.020162588
1.5,0.821227612
1,-1.086861683
1,0.439417674
1,0.832249541
1,-0.946776273
0.5,-0.659366908
0.5,0.663245046
1.5,0.726238123
1,5.03646E-05
1,-0.412611715
0.5,-0.096624623
0.5,1.150166654
1.5,2.401323334
1.5,-0.194454158
1.5,1.04383341
