Mean,StDev
3.5,3.85628227
0.5,1.502977262
1.5,1.547465477
5,5.608080223
1.5,1.750703972
3,3.490447656
3.5,3.155152433
2,2.607348433
5,4.804790176
2,0.950763243
1,0.674452526
5,3.308361928
5,5.196025926
4.5,4.480092035
3.5,3.581023485
4.5,5.72365312
1.5,0.714784642
5,4.692865325
3,3.355530124
5,5.948521426
3,2.865902008
2,2.363341966
4,3.586636865
2.5,0.951890668
1,-0.323532533
5,4.185472897
3,1.041989375
4.5,3.206677485
0.5,0.270854981
4.5,3.28765268
4,3.822525057
5,5.987095038
5,5.42426959
4.5,5.218523417
2,1.737291411
1,0.589998509
5,3.425910902
3.5,3.650742636
2,0.860425865
3.5,3.398458422
4.5,5.252936308
1,1.884272386
1.5,1.116382233
2,2.842308416
3,1.66698566
2.5,2.894011783
4.5,5.049966803
4,3.142680096
3.5,3.488711019
4.5,3.328814651
1,1.72462965
3,2.437206904
1,0.783393868
4,4.047277605
3.5,4.168380439
4.5,4.372426234
4.5,6.559799139
2.5,2.303336909
1.5,2.940107693
2.5,3.592864622
3.5,2.879040634
3,2.634794484
4.5,4.502414718
1,0.931452356
5,5.140471756
2,1.060500402
5,7.19375311
4.5,4.978373651
4.5,3.495835253
5,4.937744429
1.5,0.024313137
4,4.885372448
0.5,0.382179047
2,1.691825197
4,4.384051453
1.5,0.004560435
2,3.162209604
5,4.173527929
0.5,0.600737969
5,4.729867942
2,1.198722095
0.5,1.232419448
3.5,4.014029648
1.5,1.959443162
4,2.918971255
5,5.733716558
2.5,3.215078933
5,4.066820422
1,1.63906483
2,2.280910685
2.5,1.734427193
4,2.896810859
1.5,2.275258868
3.5,4.95567519
2,2.538996937
4,4.15354538
2.5,3.541467777
4,3.994155707
2,2.553589607
2.5,2.514067164
0.5,-0.833750952
0.5,-1.143795071
4.5,4.711165014
3.5,4.631316979
1,1.319990344
1.5,1.117177314
1,1.071526203
1,1.958010989
4.5,5.165774039
3,3.400899768
3,1.692539323
2.5,2.077855032
5,5.189427974
0.5,0.153320393
0.5,0.898046673
2.5,1.964318444
1,0.720037912
2.5,1.940252243
1,2.023892009
3,2.432344948
2,3.051022541
3.5,4.63086009
5,5.176703114
3.5,2.875629383
3,2.360944477
3,3.112788159
4,5.423229073
1,1.060761448
4.5,4.429752408
3,2.772167323
5,4.965552599
2.5,3.721122941
0.5,1.337468035
2.5,1.655447417
2.5,1.920980943
1.5,1.160818906
1.5,2.885371954
1,-1.128854925
3,2.847118391
0.5,1.039513767
1.5,2.325788192
4.5,5.966405233
4.5,4.942457432
4,3.684843377
0.5,0.551943291
1.5,-0.156539191
3,4.205106104
2.5,3.752497962
4.5,4.952535414
0.5,-0.515020889
3,3.309805589
1.5,0.768568955
4.5,4.278098726
4,5.066971294
2.5,2.406818997
1,-0.581807743
2.5,2.316991779
1.5,-0.279312529
2.5,2.174388045
1.5,1.931581496
2,0.725180413
2,1.535043069
5,4.768216365
5,4.735762349
5,5.97092951
5,5.337445153
1.5,3.337935647
3,2.288402214
0.5,-0.015157596
2,1.806384433
2,1.066726851
4.5,4.007446973
4.5,2.716873277
0.5,2.374747731
1,1.065645581
4.5,4.361282483
0.5,-1.157827041
4,4.612928411
0.5,-0.990352019
2,2.311392684
4,3.49348906
3,5.502183239
5,4.397586036
3.5,2.865829434
4,5.634460673
2,2.137446711
4,3.02703875
