Mean,StDev
2.25,3.448383383
6,6.480984707
3.5,3.394341744
1,0.841222622
3.5,1.088106203
1,3.45567362
4.75,6.827790321
3.5,2.587187754
6,7.167122105
1,2.248279535
1,0.866327695
4.75,3.865826124
6,4.77335277
4.75,4.222159631
4.75,6.125638541
1,-1.176835651
2.25,1.685559154
3.5,3.989292589
2.25,2.245236958
3.5,4.624419584
2.25,0.27241088
2.25,4.057298053
3.5,6.482120116
2.25,1.160885911
6,6.469414458
1,-1.125499683
1,1.064935347
2.25,4.117666255
3.5,1.105769867
2.25,0.75385709
3.5,2.232929893
6,4.468556598
3.5,4.23668771
4.75,3.62164182
4.75,3.763368071
3.5,3.573486884
1,4.171239606
3.5,4.793979146
1,2.806172169
4.75,5.009058775
2.25,2.241534507
4.75,3.378974916
2.25,1.335154057
3.5,1.7587839
6,6.700986027
4.75,7.583649803
1,-0.398839354
6,7.593254071
2.25,-0.976139566
4.75,5.199277465
2.25,3.477259028
4.75,2.272560027
6,7.311949341
6,4.928559324
1,1.525217974
3.5,1.631487158
6,4.164763932
2.25,1.759550476
6,5.671686503
2.25,-0.422908198
3.5,2.682645264
1,0.16328669
4.75,3.636378726
6,5.048161319
2.25,1.839218351
2.25,3.75982857
4.75,2.731909669
3.5,3.772015874
4.75,3.377937273
6,4.659712276
4.75,4.558152806
6,6.704564346
1,-0.691468306
3.5,2.894223779
6,5.753887105
3.5,4.188072303
3.5,3.447500044
4.75,4.305678805
4.75,6.120310091
3.5,0.534994874
6,5.742840286
1,0.758951342
4.75,8.537330573
3.5,6.89656036
1,1.288903909
1,4.018487028
6,5.617560981
3.5,2.610064845
3.5,1.682454212
1,2.854765229
6,5.160028434
1,2.131364455
2.25,2.380302685
3.5,1.980243572
3.5,4.557578536
6,6.007196959
3.5,4.927984272
4.75,2.322705952
1,1.417502763
1,1.85271823
6,6.192536888
2.25,1.776131956
4.75,3.286667582
1,1.178668615
3.5,0.767556312
3.5,5.829656413
1,-1.771078356
3.5,3.687441042
4.75,4.787335671
3.5,4.425346735
3.5,7.707642388
6,5.425253656
2.25,1.964866885
4.75,5.766401578
4.75,5.08970804
4.75,5.44913978
1,2.671310908
1,4.703334487
3.5,1.291862304
1,1.806356374
1,1.437816289
4.75,4.223675257
3.5,-0.209541784
1,3.740482297
4.75,3.207577801
2.25,3.913684747
1,2.144228423
2.25,-2.019555397
3.5,2.284434961
6,6.344019441
2.25,1.260846081
1,0.495364238
1,1.409364151
6,5.205144909
2.25,4.032186478
3.5,3.229162691
3.5,5.794114915
2.25,2.294700656
1,1.839549789
1,-3.136027396
1,1.22244166
6,5.544672883
6,6.357812283
2.25,4.164155785
2.25,4.232367108
2.25,0.012439133
2.25,1.800220369
1,1.738820884
6,5.625160124
3.5,1.3019472
4.75,1.011557672
1,1.730159699
6,6.390227153
4.75,3.152572283
1,2.994053924
6,7.311972977
4.75,5.263673348
3.5,2.904409145
2.25,0.549641806
1,1.596792146
2.25,4.044186462
1,0.114835769
6,4.969321237
1,3.338508505
4.75,2.952063656
1,-0.004824915
3.5,3.599815774
2.25,-0.426935339
6,7.074889091
3.5,2.651724813
3.5,4.271866217
4.75,5.742150574
1,-0.469170612
6,6.919249638
1,-0.721448024
4.75,5.428687519
6,4.943906919
6,7.126327162
2.25,4.123935293
4.75,7.078176935
1,-0.813107504
3.5,5.62984775
2.25,0.706207534
2.25,2.973868507
4.75,3.795180376
6,5.819952147
3.5,0.004838703
6,5.425440805
4.75,4.218404628
3.5,4.224723674
2.25,3.780737987
2.25,2.270558459
4.75,5.301502512
6,6.60993791
6,6.021131345
6,6.381972845
4.75,2.41366703
6,5.886379153
2.25,1.012745152
3.5,-0.438231471
1,1.472169074
4.75,4.31212852
2.25,3.936396593
1,2.154501868
3.5,-0.907982387
1,-1.22803663
4.75,5.91722386
1,1.977358011
1,-1.832872388
4.75,8.417296079
6,6.387785111
6,5.535860342
2.25,1.950018541
2.25,2.576071651
3.5,3.537257232
2.25,1.868887352
3.5,10.46442127
3.5,0.789677368
6,6.341950353
4.75,8.75787357
4.75,3.52377322
4.75,4.400564124
2.25,-0.117019911
6,7.248235138
6,4.48654034
3.5,4.749613885
6,6.105190174
2.25,0.679224905
6,3.886061232
4.75,0.788379686
3.5,5.80165942
3.5,4.262487176
2.25,3.767385552
4.75,4.920321024
2.25,3.830105078
4.75,3.996413043
4.75,5.631693696
6,6.033881483
2.25,-0.319272937
6,5.788793249
2.25,0.836097197
4.75,6.339657306
1,1.329817287
1,2.08655472
2.25,0.496930885
1,1.391196095
3.5,4.340919757
3.5,3.141262011
6,7.832315127
1,1.255150076
1,-0.017742351
