Mean,StDev
4,3.315743295
2,1.909462423
10,10.59505258
10,9.850773682
8,9.917064523
2,1.549308382
10,8.642178115
8,7.363237166
4,3.201425194
10,10.56416673
8,7.908995135
2,2.104414133
8,7.253166078
4,4.330672495
6,7.062261195
8,8.225618337
6,6.609238962
4,4.530851312
4,4.940237438
10,11.1633988
2,1.625888329
4,3.595054112
4,3.15702493
10,10.21554634
2,3.049638931
10,9.838825227
10,12.81192393
10,10.03693202
2,2.865328675
10,9.464427299
2,4.167272439
2,0.701692807
8,7.624232272
10,9.841037011
4,3.175630877
10,10.83672764
8,7.461147543
8,8.003875851
8,7.722286766
4,6.352710623
2,-0.281659269
2,1.616916957
6,6.882280578
10,10.83751705
10,10.10250476
2,4.061512755
8,7.44083388
6,6.868018588
6,5.847527738
4,4.687631388
2,1.024452774
4,2.611387263
2,2.035387412
10,10.06536333
4,1.886675002
10,10.82755547
6,8.352821435
2,3.605802762
6,6.793185984
8,8.320426386
6,4.338770993
6,5.640033226
4,3.345968041
8,9.016634575
8,8.661719269
10,10.64673081
2,1.463017672
4,4.08007291
6,5.949754998
4,5.405721656
8,9.778634353
4,4.394971313
2,4.083251895
8,7.88306688
4,3.072190245
4,5.360535325
6,6.7652925
2,2.082050479
10,11.0485157
2,2.81508014
8,8.413079885
2,1.835985828
4,3.835520459
2,1.325136796
4,3.283690869
4,3.580036871
10,10.68449908
6,3.219050742
6,5.502029852
8,8.50063282
10,9.588084847
6,7.172006182
6,6.932494969
10,8.925457512
4,3.511279078
2,2.342711152
8,6.404017064
2,1.707756448
4,4.94055671
8,7.656087582
8,7.838196582
6,5.908213563
6,5.670211824
4,3.125548004
4,5.622695719
10,8.247366661
8,7.758212521
8,9.254376674
6,8.113296725
8,9.243259436
8,7.977634254
2,2.533864599
10,9.800192475
6,5.94247251
8,10.48336451
6,7.875631261
2,1.299929128
4,2.336547658
8,8.412944361
8,7.759338763
10,10.44434611
4,5.780536061
4,4.829854411
6,6.983953828
10,9.000806065
10,8.544626389
6,6.693466336
4,4.21239807
6,4.076033841
6,5.88105685
2,2.518802998
4,3.391303992
8,9.003222994
8,6.386025689
8,8.079597558
8,8.357234541
2,2.731389789
4,5.764998782
2,2.838092577
2,1.608191113
6,5.339369236
10,9.994557372
8,7.691115885
6,4.83079373
6,6.631572076
6,8.431360003
8,6.712353382
8,8.779219123
2,0.734489778
10,9.768278703
6,6.254048696
10,9.249076857
8,8.898146802
4,5.414505011
4,4.305880614
4,4.166317331
10,9.894093233
6,4.100365175
4,5.999555924
4,5.647203211
8,6.829215447
4,4.334354298
8,8.270557218
8,8.445153251
6,5.385521847
2,1.510737907
6,3.943621073
2,2.896674628
4,5.163530496
4,2.806784994
2,1.46417495
6,6.445129731
8,9.112634592
2,-0.898980705
4,4.275339247
4,4.700374713
2,2.318299476
8,6.665923189
4,4.450969875
10,10.92239456
4,6.178934209
8,7.512812063
8,8.531184574
8,8.114562032
8,8.142186688
10,10.1621869
6,8.514303991
6,7.550360033
6,6.384321631
2,0.478569226
4,2.376937039
2,1.831686052
10,11.84203411
4,3.484791278
8,7.67662634
6,6.279021911
4,3.521643348
4,2.820967403
2,4.303009146
10,10.53827859
10,8.507527389
2,3.295363783
4,5.027447533
6,6.868594719
2,2.324239581
6,6.04343752
4,3.117036168
4,4.571800218
6,6.202467994
10,10.14730534
10,10.88095202
6,5.637302223
8,8.108393378
8,5.267479121
8,7.521294458
2,3.109203554
4,4.004382572
2,1.703808683
6,5.970357431
6,5.158993728
6,6.454407958
2,1.743721106
4,3.918213139
8,7.691746197
4,3.791375637
2,1.898702734
4,3.691833012
10,10.59728254
10,9.700535208
6,5.939401513
2,1.874054105
6,7.412336022
6,6.414449608
10,10.51175387
10,8.117645878
6,4.943078935
6,5.984413078
6,6.685984644
6,5.692167711
6,6.624132355
8,8.725945601
8,7.027039483
6,5.561975495
8,8.048335142
6,5.659218804
10,11.17605808
4,4.48795938
10,10.42002063
2,1.866393172
2,1.648115567
4,3.987050705
6,7.376353408
2,2.981000917
4,4.383925063
2,1.085438066
8,8.481104563
10,9.336753815
4,5.4910136
8,8.922369838
8,8.290801676
4,4.677683963
8,7.918346199
2,1.562022987
10,9.172840857
10,9.360641536
2,0.194471337
2,2.218459147
4,3.201322086
8,8.032144844
4,4.544262831
4,4.543582247
2,3.552706739
6,6.472029401
6,6.945345193
2,3.027399739
2,1.577012951
2,4.507589858
10,9.459138017
2,0.776875663
4,3.939746021
2,4.67854752
2,4.386640523
2,3.641698958
2,2.24481057
2,2.618064099
4,3.39558812
10,10.0014394
8,9.18587373
8,8.035732275
8,6.968133674
6,5.18979563
8,7.80654435
8,8.5977933
4,4.15308423
8,6.644915284
8,7.545499151
10,9.288562882
2,2.811433023
2,3.163770832
10,11.19790742
2,3.524451644
8,8.388530223
8,7.450221633
6,6.96867602
8,7.026392388
2,2.587527211
10,11.15045703
4,5.078317872
2,2.631413146
4,2.041476956
6,5.924603023
8,8.897388232
8,9.624709576
2,1.864357406
2,2.305419385
6,6.495860763
4,4.183572778
4,3.026506394
8,8.40976143
6,5.905255417
8,8.008599827
6,5.260195985
2,2.346710305
4,3.879960777
4,2.656527116
6,5.275935793
8,8.784149503
2,2.517785785
10,8.316986498
2,1.814005284
4,4.268520758
2,0.085552836
4,4.811544892
6,5.89517272
2,1.969227012
2,2.042279839
6,5.595870639
10,10.08138694
2,2.326930848
10,11.47982812
6,7.789794254
4,1.814276321
10,11.94362763
10,7.022531335
4,3.736959515
2,1.669846991
2,2.26377394
10,9.44346398
6,4.684384166
8,9.785891462
10,10.83110263
2,1.543306355
6,5.553116815
6,5.392772956
2,1.330869262
8,8.869654833
8,6.291917521
10,9.908793725
8,8.488566954
10,8.619637219
2,3.649350538
8,8.000932941
8,9.127928817
2,1.937230786
4,4.533594275
10,9.519390076
8,8.744968477
4,6.081301976
10,9.812229623
8,6.236931858
6,6.587527717
8,6.351111903
8,7.367322487
4,4.477494531
10,8.971714903
2,3.966157215
2,0.422913413
8,8.20405857
4,4.0657123
2,3.100435172
8,6.864550006
4,4.396308983
8,8.912595094
2,3.622255849
6,6.987826877
10,10.37965501
10,10.53117061
6,4.340970747
6,7.03035543
8,7.915734442
8,7.211603884
4,3.815851289
8,8.671509701
6,5.886521466
8,7.379091688
10,11.2601273
2,0.933600066
8,7.561231526
10,10.36370692
6,5.945711127
8,6.591789148
10,10.05171476
6,4.645875679
6,5.815356815
6,5.309253802
6,5.451549838
8,6.942210966
8,9.692383368
10,9.238133444
10,9.666348714
6,8.212098
6,7.093350154
6,5.130455147
4,4.93402495
4,4.580437233
6,7.813954367
6,6.29704894
6,6.088375649
8,6.829137397
10,10.20588261
6,6.678880225
2,4.033932882
6,6.625588017
8,8.109028207
10,11.30019325
4,2.470851781
4,5.160027114
6,5.933782284
6,6.545248106
2,2.294370361
4,4.515731147
2,1.86286506
6,7.290344396
2,2.088270887
6,4.509236213
6,6.390834951
6,6.135991176
8,7.243337458
2,1.631310352
4,2.547532579
4,5.233652801
8,8.308141157
4,2.587829727
2,2.623812059
4,5.357467174
10,8.304488091
6,4.118236349
4,6.090159787
10,11.80621575
10,11.01717308
8,8.194814732
6,7.515210645
8,9.659652676
6,6.601661384
4,5.0754318
2,2.115498955
2,1.843367362
8,9.069940264
10,11.14322192
6,4.938047272
8,7.217040473
10,9.000020517
2,1.905157639
4,4.673022331
4,2.61331941
4,4.211502999
4,3.50637276
8,8.160139426
8,9.096256303
8,7.147872601
8,7.88338752
2,1.177150433
6,5.873012114
2,1.061429206
6,4.151520227
6,7.627169803
4,6.579586673
4,3.200744021
6,6.907169759
4,4.059488505
6,6.180906799
10,10.03951902
6,5.076761859
2,2.321615397
2,1.852175584
4,5.423369094
6,5.008836907
8,7.292960262
10,8.4218035
10,9.68740366
4,4.258666155
2,1.588059485
8,9.569965292
4,2.945121023
4,3.72615465
8,7.986410891
8,7.301085568
8,6.582656805
10,9.67273249
4,4.985509454
4,3.974017222
10,9.792691681
4,3.380801312
2,1.28479851
10,10.68711564
10,8.983773955
2,0.721354055
10,9.68259321
10,10.39802562
2,1.604877184
10,9.15284233
4,3.605864278
6,6.035349298
2,2.14950468
4,3.386639555
4,3.847679262
8,9.248316842
10,9.854680131
10,9.670344187
6,6.491882963
2,2.289669183
10,9.747551332
8,7.654346577
10,10.02788267
10,7.413701437
8,11.07458642
6,6.934268734
10,8.675402266
2,1.93594819
8,8.790981961
4,2.256007137
4,3.803830879
8,7.918918161
10,10.79386136
6,4.863709987
10,9.076753748
4,5.842200086
8,7.884296576
8,7.41183056
8,7.502259606
2,0.951385792
8,9.687638973
6,8.140856377
4,2.800100307
6,7.054698232
4,4.256037766
2,0.71821393
10,10.32517049
10,8.769684644
4,4.854115678
2,1.024794215
6,5.962750371
8,7.735250664
6,6.008431681
6,4.88297664
8,7.538619964
8,9.495416206
10,12.48215904
6,6.467425996
2,2.813483774
8,9.8758945
6,6.389401985
6,6.87465013
10,9.869191283
2,0.652042845
2,1.771932838
4,4.471669384
6,5.606673813
2,0.5749979
10,8.950809599
4,1.886587447
8,7.512347427
6,9.409194537
10,13.1895191
4,5.109016981
10,10.61728925
6,4.561687396
10,10.91280825
4,4.173868579
4,1.778857974
2,0.536322511
4,4.975950683
2,1.033383772
2,1.630360538
2,2.691270056
4,3.321589909
4,4.414955635
6,4.42983621
4,2.736270482
10,10.49262641
6,4.550845928
4,4.063898814
6,5.940688217
10,7.226481729
6,8.071806858
10,10.39360295
6,6.121972597
2,0.548830046
