Mean,StDev
10,3.719834322
4,1.945512863
10,9.135268863
1,-2.134203687
13,15.59864536
13,15.10218049
13,13.40012859
1,4.669179537
1,3.071868859
4,5.810155409
1,-1.552571016
13,15.57530699
13,13.3831631
4,2.280973312
10,6.359695646
13,15.94733899
1,-0.62154146
4,7.727093325
10,7.41366679
10,12.64048814
4,2.848659817
4,4.35461895
4,7.711095044
7,2.459400494
7,6.14461409
1,-2.781871133
7,3.200688694
13,8.466864792
13,10.56879096
1,3.665364352
4,6.20864928
7,10.58820011
1,-3.710552527
10,11.84634901
7,6.750949858
13,14.41759474
4,-0.137046483
10,8.887366512
4,3.384489068
13,9.857390021
13,14.12571524
4,5.475111764
1,-0.055317072
10,5.343603978
4,5.20955326
7,9.232740475
7,8.227515958
4,5.302230284
13,10.95535143
7,7.02959839
10,8.133805902
1,-1.990847085
13,12.5887678
7,3.839751928
1,4.368614158
4,5.52555788
7,8.374544208
13,13.55692339
7,5.429362468
7,6.880920586
10,7.405381076
10,9.581760709
1,5.8250678
1,-3.757612408
7,6.464580012
7,7.791746213
7,6.37062122
10,10.91150133
13,10.13857589
13,9.388528258
10,15.32410712
1,-0.921306569
4,1.857327846
10,13.36392892
1,11.70296036
1,-0.766416522
7,10.79795098
7,8.771340238
13,11.47873303
13,13.64908636
10,10.33231694
7,5.67111397
10,8.790375891
4,4.938342404
13,11.53948097
1,1.892448583
1,-3.48798233
4,7.969314186
1,-1.650904645
1,5.096890332
1,1.994649386
10,2.874702519
4,1.475666327
10,9.634130911
10,11.43917044
1,4.037726846
1,2.753583063
1,1.991594401
10,9.087407345
7,3.278153582
7,2.778769785
4,7.294467892
4,0.298569625
7,7.063824499
10,7.141367009
1,4.251949179
4,3.862462918
1,-0.513365206
4,0.444036687
7,1.559582538
1,1.658120714
13,13.14138696
10,7.749029661
1,-2.603249958
10,13.57450929
4,2.2381864
1,0.306503956
10,8.279065092
13,12.49667729
13,20.66156976
4,1.337588969
1,-1.158738543
4,2.787688077
13,18.18688445
10,13.31377452
1,-1.197286381
1,2.461902594
4,3.645570436
10,9.21000854
1,-3.199530967
13,15.79995349
10,9.042516772
10,10.5648231
1,-5.165735293
7,7.272050849
10,11.00808083
4,5.950313356
4,6.245660424
4,7.828987757
13,12.5137021
1,3.153794945
1,-2.751608856
4,-1.218179401
10,7.483185018
4,5.887770941
4,5.795554373
10,3.714776183
13,7.136886381
10,8.650402709
4,4.161125407
10,9.759873018
7,5.118130459
1,-3.224790191
13,12.39465713
7,7.026217248
1,3.632469128
4,4.49591934
7,9.719091162
4,3.299439521
13,13.45863532
10,6.939220193
10,16.37220896
4,1.174461709
1,-1.93444381
7,5.592329985
13,9.399085657
4,5.576617276
4,2.57737792
10,11.31339642
4,2.113436953
13,14.63489379
10,19.13713119
7,7.517351435
10,8.148667601
13,10.59495588
1,2.171555983
10,13.52414955
13,12.38972991
13,14.0151398
7,7.259514514
7,7.914122586
4,4.599674293
4,6.980084515
4,2.470624227
7,5.959817213
4,6.053335988
7,4.709203613
1,-2.113174752
7,8.200283528
1,-1.11401026
7,4.062539131
10,15.12249731
1,2.632424356
13,13.24326622
1,-0.742616021
7,5.602860408
4,3.725058557
7,8.791274261
13,12.32638668
10,8.166574284
7,5.669585216
7,9.939727787
10,8.207371019
7,6.991660931
7,7.274591664
7,4.33959108
1,1.018167169
7,9.892616054
13,11.2010675
1,-0.832022879
10,8.691649676
7,6.100435863
1,-0.655323395
10,7.650232589
13,3.062656901
1,-2.561724981
4,6.238512987
4,-0.317907746
4,1.361856304
1,-0.065952651
4,8.830581218
4,4.027275002
10,10.39742586
13,10.32212405
1,2.893640062
1,1.762026424
7,5.117379329
13,10.06799736
13,17.3975297
1,-0.476984006
7,6.254279011
10,13.06209836
13,5.64267945
13,11.88008228
10,11.91694312
1,1.528888332
4,10.89292076
4,5.359922623
10,11.32437329
1,1.898027612
7,9.513732853
7,12.51519323
1,6.175744674
7,11.10355298
1,-0.36304472
1,0.147675844
4,-1.63694448
13,8.781240516
13,9.378379508
1,1.84761201
4,2.705600025
10,12.18042162
10,13.51295161
13,10.06388617
10,4.782879203
7,12.68982631
13,13.28297863
4,5.470906672
4,2.707790971
7,12.84010193
10,7.611107776
10,12.3945252
10,16.82611317
13,9.343721425
7,5.06727777
10,6.212855651
7,7.921678185
13,14.72872014
10,9.412652841
10,6.978417604
7,4.332894899
10,6.554150427
4,6.6501463
4,-3.828607641
7,8.7699049
13,12.08079418
10,7.604133341
13,13.83315578
7,3.959649481
13,13.18305665
10,9.444370514
4,0.613977918
1,7.447388285
13,10.95166425
13,13.61456028
13,19.59622997
1,3.047893334
10,9.344985165
4,2.628423592
1,-5.952347469
4,2.286859612
1,-2.254318509
7,7.995397021
4,0.086532279
13,12.77583154
4,4.05200309
7,8.680571923
7,7.246752039
10,12.45041209
7,7.900785402
4,2.516974232
13,13.44408577
4,8.234123552
4,4.590071713
1,2.7167807
7,6.692593435
4,8.444811155
10,8.849088749
4,5.364284675
4,5.080037372
4,4.821907774
1,-5.716842152
13,12.79788068
10,12.1826419
7,8.05598714
13,17.72775183
7,3.955389459
1,-1.68491562
4,7.315353746
10,13.67138992
10,17.99365982
1,1.51088645
13,14.88756851
1,2.597789162
1,-0.094054708
4,5.716521861
1,3.588419067
4,5.39358853
13,8.870888047
4,6.017020865
7,7.523238724
7,9.706231154
1,3.690341962
4,9.601256576
10,11.07934496
1,0.986635253
1,2.604364354
13,16.27316446
10,9.83237302
7,9.340803083
7,11.17667845
1,7.329898542
13,12.70383416
4,4.040239034
7,4.960093469
13,12.97648415
13,13.37173412
10,4.155002357
13,11.22059998
13,7.29655656
4,3.851664875
1,1.389492155
10,10.03644623
13,15.37528286
4,4.848210029
1,-0.751967658
10,14.74298002
4,4.941858878
1,-0.143108129
13,9.992056686
1,1.511264834
7,4.524651682
1,0.34284288
7,10.80075924
13,11.10577261
10,8.480031013
13,14.90085837
7,5.589731305
4,2.752795116
1,2.481766718
10,6.208249767
1,0.261081673
13,13.52259458
1,0.903750081
13,11.2810669
13,16.5105695
13,13.39044977
7,8.198686789
10,8.409395899
10,8.352086177
13,12.31557182
4,5.847509958
7,8.111153703
4,2.555887913
10,9.369814576
13,13.68789284
1,-1.378848093
4,7.72145393
4,4.086718642
1,2.095928813
10,15.96585969
13,11.33336604
7,4.956527653
13,11.24366992
4,4.660994256
1,2.649371916
10,14.04030745
13,11.83486935
7,7.509469712
4,3.323734689
13,5.888892748
1,3.309277219
13,17.8590089
1,1.877831688
10,13.33200717
10,11.13883135
10,5.010347374
13,15.38328087
10,8.911504404
4,0.446716171
10,15.47930786
4,7.977005204
10,16.23881292
7,9.592899358
13,15.86778147
10,9.178243126
4,-1.076619495
7,7.104642757
10,16.46208242
1,3.478353198
4,3.380023356
10,9.275383606
13,13.81524469
1,2.052605012
1,5.606451677
4,3.568170393
10,11.6358869
4,2.069436388
10,10.23658826
10,12.12960932
13,8.688688581
4,5.179276014
4,3.858032769
1,-0.574935722
7,8.557484114
10,11.16252617
7,3.935835137
13,13.74895183
13,11.15400958
10,10.72654035
1,0.450616321
10,7.967990827
10,10.25885617
10,13.06810648
4,2.293439872
1,0.316869744
10,9.235397358
13,11.03218641
13,14.36214783
4,3.478024658
7,5.827229569
10,14.46740146
4,3.706083324
1,-6.022229998
4,2.529168558
1,1.313460478
10,8.982630132
4,-3.161445283
10,8.939491093
4,8.120888534
7,5.280626272
10,4.688632421
10,5.098805726
7,3.49072003
13,8.191545759
7,6.626392713
1,-1.38043952
4,6.751929313
4,5.210909795
13,9.084283321
1,2.775095854
7,4.158343443
4,9.061395587
13,9.13005524
13,19.34070893
13,17.76644226
1,0.286274928
13,14.4911908
4,4.192922902
7,7.726678489
4,-0.784832389
4,0.966233969
13,14.17427914
1,-5.304188466
7,11.79081542
13,8.877287102
13,11.95502776
4,6.077452898
13,15.75719086
7,11.3122162
7,11.64662154
7,5.854599597
1,-2.66618755
13,14.07671502
1,1.340408955
13,10.65081048
13,11.0424313
7,7.624964407
4,-2.023914888
1,-0.014475247
7,8.947241314
10,14.18799109
7,2.483753944
4,1.897454596
4,4.415102815
7,-1.856123363
7,7.35575722
4,9.230886977
7,5.780133656
4,1.921393484
4,6.356741117
13,11.55299819
4,5.620035986
4,7.989779216
7,6.911203232
7,6.407135873
10,9.208937522
1,-0.391688047
4,2.888192584
13,14.76449239
1,6.55086341
10,13.48664166
7,6.584977608
10,7.882799733
1,-3.163036439
7,9.174088079
1,-3.164809236
10,5.574441736
7,-1.163560236
4,1.18057003
4,5.396555051
13,14.20976739
1,1.938277166
7,4.81756041
10,10.43711067
7,9.721468609
1,3.179636643
4,2.260528979
4,5.823499893
13,15.77068983
10,5.241588462
7,4.003717758
10,8.96237099
4,0.258081739
4,2.914699567
7,9.135788016
10,8.363080898
4,5.883483033
4,3.990427454
4,-1.099954937
4,4.11379097
13,13.1728114
7,10.7801044
13,14.34227105
13,14.2960072
13,15.94971506
7,4.81387675
1,-4.158030439
13,12.87744745
4,4.890357058
1,-1.094198435
7,7.302359724
13,9.732512389
7,6.955434295
4,2.621699863
10,6.587563514
4,1.401273154
7,5.80551421
1,-0.572299466
10,12.23770178
10,6.113391745
10,10.03139999
1,1.325024274
7,2.284103815
1,4.981202654
13,13.1762171
10,11.67033511
10,13.02686121
1,3.44002783
13,13.92038769
10,13.52812241
1,-2.291633253
1,-5.322672376
10,4.95414488
13,14.85693938
1,1.884601715
13,7.841085479
13,10.34748779
4,7.729665656
10,5.471094204
4,11.71471931
7,1.058581961
7,5.345184022
4,0.019209443
4,8.940739392
13,11.43925623
1,2.09648965
4,4.777034639
1,-0.833034295
1,-1.189869197
1,-3.634957148
1,-0.290224755
13,16.54918206
13,15.7161392
4,0.970804461
13,15.94179255
13,16.6218833
10,9.10988008
4,6.018100516
7,6.21822169
1,1.11834462
4,4.974348583
13,11.03970653
4,6.298758322
7,11.45595834
13,17.76736032
1,3.225902558
4,5.840066357
13,14.88229814
4,3.090165467
1,7.695763577
7,10.65770945
10,8.511461424
4,5.273201171
7,3.809751866
